fact_id,coin_id,metric_date,current_price,total_volume,price_change_pct_24h,daily_return_pct,price_7d_avg,price_30d_avg,volume_7d_avg,distance_from_30d_avg_pct
6aeadcc466aeb8b42a74a73255c6c85c,aave,2026-02-25,103.75,360284934.0,7.62126,0.0,103.75,103.75,360284934.0,0.0
58a6737c7e572767142fd09f6ec77d48,bitcoin,2026-02-21,58213.0,19625270536.0,1.48912,0.0,58213.0,58213.0,19625270536.0,0.0
61ab4f4c623dbb989074c586e2071547,bitcoin,2026-02-25,58440.0,46314881321.0,7.41851,0.0038994726263892943,58326.5,58326.5,32970075928.5,0.0019459422389479912
5491f85619dab5c758a952a2ec3ef7cf,bittensor,2026-02-21,156.28,58931921.0,3.01867,0.0,156.28,156.28,58931921.0,0.0
c0a1ab14bee6299f5836622124372bfa,bittensor,2026-02-25,158.21,84211052.0,10.84398,0.01234962887125672,157.245,157.245,71571486.5,0.006136920092848739
f0d3c1d51c59ee55f5645cbf658074fd,canton-network,2026-02-21,0.135636,4967885.0,-2.06211,0.0,0.135636,0.135636,4967885.0,0.0
ad60f2214c2547dd59bd7cd4835b1221,canton-network,2026-02-25,0.139921,8776483.0,2.89857,0.031591907753103894,0.1377785,0.1377785,6872184.0,0.015550321712023283
ebe9a5d5c71727bd61e053578cebe43b,espresso,2026-02-21,0.069999,62402950.0,23.09357,0.0,0.069999,0.069999,62402950.0,0.0
b9f234291818d203805796dc16e3d1d1,espresso,2026-02-25,0.133893,100299219.0,-13.61446,0.9127844683495479,0.101946,0.101946,81351084.5,0.31337178506268026
5adf286dcf318571217fa5991865cbf5,ethereum,2026-02-21,1688.56,10377163660.0,1.41266,0.0,1688.56,1688.56,10377163660.0,0.0
882bf9fb8a985f09bc04d386d99486ec,ethereum,2026-02-25,1756.83,21339753142.0,11.82464,0.04043089970152082,1722.695,1722.695,15858458401.0,0.01981488307564601
6d3d3eba0a9b1a6c478d5e14ff79423f,hyperliquid,2026-02-21,25.45,89609364.0,0.03111,0.0,25.45,25.45,89609364.0,0.0
1c92257d58191de37e5f437a780e1abd,hyperliquid,2026-02-25,24.11,252105163.0,4.48363,-0.052652259332023575,24.78,24.78,170857263.5,-0.027037933817594836
78c7f5bf7a188fa129a71e7e128f59b7,morpho,2026-02-25,1.57,54528215.0,12.37921,0.0,1.57,1.57,54528215.0,0.0
537a8a6eeb6a8f8abf4f593b35a3b218,near,2026-02-25,1.048,220757583.0,27.33788,0.0,1.048,1.048,220757583.0,0.0
371d9056ea73b8ff93c5eb5b8ac35077,optimism,2026-02-21,0.109137,114631345.0,0.20239,0.0,0.109137,0.109137,114631345.0,0.0
eb9abc51ca5211ae2d4b3b6a9195dcd2,optimism,2026-02-25,0.110224,92406714.0,11.36309,0.009959958584164857,0.1096805,0.1096805,103519029.5,0.004955301990782318
a4efcc5187f0f5f2f612938c0759e657,pi-network,2026-02-21,0.147115,10091925.0,-1.486,0.0,0.147115,0.147115,10091925.0,0.0
4fe87b91743f673b6cc1cebb44f2667f,pi-network,2026-02-25,0.145071,15484270.0,5.12712,-0.013893892533052375,0.146093,0.146093,12788097.5,-0.006995543934343192
9e460a0531212b32f6e3cb9072a1e1bb,polkadot,2026-02-25,1.42,502217969.0,34.4738,0.0,1.42,1.42,502217969.0,0.0
1486e454a6d029144bd13343c17ecc20,polygon-ecosystem-token,2026-02-25,0.099165,85658065.0,2.95183,0.0,0.099165,0.099165,85658065.0,0.0
34cd896f737f38afe3f9126398959a86,power-protocol,2026-02-25,0.778036,32896064.0,37.58786,0.0,0.778036,0.778036,32896064.0,0.0
a9d0e698e366650ef7cbef3c4df4fa58,pudgy-penguins,2026-02-21,0.00589093,40983136.0,1.361,0.0,0.00589093,0.00589093,40983136.0,0.0
